no,Tgl_Iklan,url,harga,Kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,judul,deskripsi
33,27-03-2021,https://www.rumah123.com/properti/medan/hos8086587/,925000000,Medan,282,180,6,4,2,1,0,0,1300,PPJB,Rumah murah dan strategis di jalan Pelajar daerah Teladan dekat Gedung Olahraga Teladan,"Dijual rumah second ditepi Jalan Pelajar ,Medan Teladan

Uk Tanah; 8.5 m x 33,2 m = 282.5 m2
Uk Bangunan : 180 m2
Kamar Tidur :6
Kamar Mandi :4
Surat SK Camat
- Ada KIOS uk 4 x10 didepan
- Dibelakang ada 2 rumah permanen dengan 2 kamar,.1 mandi
- Daerah strategis di tepi jalan pelajar
- Cocok buat Usaha Klinik, Bimbingan belajar, Rumah makan
-
Lokasi dekat :
1. Gedung Olah Raga (Sepok Bola) Teladan 4 Menit
2. Sekolah SMA Negeri 5 Medan - 4 Menit
3. Sekolah SMP Negeri 3 Medan - 4 Menit
4. Sekolah SMP Negeri 6 Medan - 4 Menit
5. RSU Bahagis - 5 Menit

Harga Rp. 925Juta (Bisa nego dikit)
Untuk informasi dan konsultasi juga bisa liat website
www.medanrumah.com :
Hub : Telp. HP/WA : 081264586699"
34,27-03-2021,https://www.rumah123.com/properti/medan/hos8086182/,385000000,Medan,60,60,2,2,0,0,0,0,2200,SHM,Perumahan Cantik Mewah dan Nyaman Salsabila Town House,"*Salsabila Town House*
Jln Stasiun Kampung Lalang
https://maps.app.goo.gl/b9ZDenRiKG9Qzu8E8


*Rumah minimalis 2 lantai dengan konsep townhouse, berada dilokasi strategis dekat pusat kota medan*


Dekat dengan gatot subroto 4 mnt
Dekat stasiun pinang baris 8 mnt
Dekat pasar kampung lalang 5 mnt
Dekat mesjid jarak 50m
Dekat mahatan mall 10 mnt
Dekat ring road 10 mnt
Dekat tol hevetia, tol semayang 12 mnt


SPEK
Ukuran tanah 6x10
Bangunan tipe 60
Bangunan 2 lt
Kamar tidur 2
Kamar mandi 2
Granite
Plafond tinggi 4m
Rangka baja
Atap seng metal
Bahan berkwalitas


*Hanya 4 unit, limited edition*
kami lounching
*Harga perdana 428juta*

*Harga cash per
1 april 2021
358 jt ( cash back 70jt)*"
35,27-03-2021,https://www.rumah123.com/properti/medan/hos8086032/,320000000,Medan,48,48,2,1,0,0,0,0,2200,SHM,Komplek Cantiik dan Nyaman JUANDA CITY,"*Komplek JUANDA CITY*
-Sedang Dibangun 10 unit Rumah *SIAP HUNI* Jl Katamso - Bunga *(INTI KOTA Medan)*
https://maps.app.goo.gl/H8RTvZmd9EnFBWiW8

*LOKASI STRATEGIS*
- 200 m dr Jl. Juanda
300m dr istana maimum
- 300 m dr Jl. S.M. Raja
- 600 m dr Jl. Pemuda

*TYPE RUMAH :*
LB : 4 x 12 mtr
Type 48 | Siap Huni
Row Depan : 7 mtr
Hadap : Selatan

*HARGA
Tunai keras 320 jt
Tunai bertahap 350 jt

*SPESIFIKASI :*
- Sertipikat Hak Milik
- Full Granit 60 x 60
- 2 unit K. Tidur
- 1 unit K. Mandi
- 1 unit Dapur
- 1 unit R. Tamu
- PLN 2200 Watt PDAM
- Kawasan Bebas Banjir

*Marketing Info :*
*martinptoperty8*
HP / WA : 08126995769"
36,26-03-2021,https://www.rumah123.com/properti/medan/hos8084820/,295000000,Medan,63,36,2,1,0,1,0,0,1300,SHM,"Rumah mewah dengan design terbaik hanya di, Cluster Taman Flamboyan","Cluster Taman Flamboyan
Alamat : Jl. Flamboyan Raya, Tanjung Selamat, Kec. Medan Tuntungan

Blok C2A
Type 36/63
Harga :
Bayar Saat Jadi : 350 jt
Cash Bertahap : 325 jt
Cash Keras : 295 jt

Spesifikasi :
Type 50
2 KT - 1 KM
Carport
Lantai semi Granit 60 x 60
Plafon Gypsum Tinggi 4 Meter
Listrik 1300 watt
Air Bersih

Lokasi Sangat Strategis :
- 1 Menit ke Pajak Melati
- 5 Menit ke Jalan Besar Ringroad
- 10 Menit ke USU dan Carefour Citra Garden
- 10 Menit RCW Mall
- 15 Menit Manhattan Square

Ayoo cek lokasi ya terus jangan sampai kehabisan, Karna Unit terbatasss

Info lebih lanjut segera hubungi Marketing anda sekarang juga
081260678861 ( Deasy Tanjung )"
37,26-03-2021,https://www.rumah123.com/properti/medan/hos8084774/,700000000,Medan,84,100,3,2,0,0,0,0,1300,SHM,RUMAH SIAP HUNI DI MEDAN 2 LANTAI MEWAH DEKAT STADIUM TELADAN,"Rumah 2 lantai siap huni lokasi strategis dekat ke simpang limun dekat ke stadion Teladan

3 km tidur
2 km mandi
Harga 700 juta cash
Harga 750 juta KPR
Surat SHM

Lokasi dekat Bahagia By pas

Untuk informasi lebih lanjut bisa hubungi saya via whatsapp atau telpon"
38,26-03-2021,https://www.rumah123.com/properti/medan/hos8084496/,900000000,Medan,130,100,3,2,0,0,0,0,2200,SHM,Rumah cantik dengan design terbaik hanya di Jannati Land,"Jannati Land
Lokasi : Jl. Pasar 1, Pribadi 4, Kec. Medan selayang

Tersesdia dengan Unit :
C4 dan C5
Type 100 - Uk. 130
3 KT - 2 KM
2 Lantai
Harga Cash : 900 jt
KPR : 950 jt


SHM dan IMB
Air PAM
Listrik 2200 watt


Lokasi Dekat dari :
- Dekat dari Ringroad, Setia Budi, Sunggal dan Gatsu
- Dekat dari RCW, Manhattan, Carefour, dan Brastagi Supermarket
- Dekat Sekolah dan Kampus Ternama

Ayoo buruan cek lokasi nya sekarang juga, karna unit terbatas, jangan sampai kehabisan

Untuk info lebih lanjut hubungi maketing nya sekarang juga
Deasy Tanjung : 081260678861"
39,26-03-2021,https://www.rumah123.com/properti/medan/hos8084673/,395000000,Medan,72,50,2,1,0,1,0,0,1300,SHM,"Rumah mewah dengan kualitas terbaik, hanya di Griya Pesona Bali","Griya Pesona Bali
Jln. Platina VII, Gg. Sekata, Marelan

Keunggulan Lokasi :
- Bersebelaha dengan Musholla Al - Ikhsan
- Depan RS. Eshmun
- Depan Kantor Lurah Tanah 600
- 1 Menit ke Mall Suzuya Marelan
- 2 Menit ke Irian Marelan
- 1 Menit ke Pasar Pagi
- 2 Menit ke Sekolah IT ALMUTADI
- Dekat ke TOL Medan Marelan

Tersedia dengan Unit :
Unit A1
Type 50 - uk. 6 x 12
Menghadap ke Jalan
Harga 395 jt

Unit B2, B3, dan B4
Type 50 - uk. 6 x 14
di dalam Komplek

2 KT - 1 KM
Listrik 1300
Air Bersih
SHM, IMB

Bonus :
- Canopy
- TV LCD 32 inchi
- Carport Keramik
- Taman

Discon 50 jt untuk CASH KERAS Unit Pertama

Ayoo cuss terus ke lokasi nya

info lebih lanjut hubungi marketing anda
Deasy Tanjung : 081260678861"
40,26-03-2021,https://www.rumah123.com/properti/medan/hos8084472/,690000000,Medan,80,80,3,2,0,0,0,0,2200,SHM,"Rumah mewah dengan kualitas terbaik, hanya di Jannati Village","Jannati VIllage
Lokasi : Jl. Pasar 1, Gg. Rambutan Kec. Medan Selayang

Tersedia dengan Unit :
A1 dan A3
Type 80 - Uk. 7 x 14
3 KT - 2 KM
Harga : 775 jt
Cash : 750 jt

A2
Type 80 - Uk. 6 x 14
3 KT - 2 KM
Harga : 750 jt
Cash : 700 jt

B1 sampai B12
Type 80 - Uk. 8 x 10
3 KT - 2 KM
Harga : 750 jt
Cash : 690 jt

SHM dan IMB
LIstrik 2200 watt
Air PAM

Cara Bayar Sangat Fleksibel :
KPR
Cash Keras
Cash Bertahap
Bayar saat jadi

Lokasi Strategis :
- Dekat dari Ringroad, Setia Budi, Sunggal Dan Gatsu
- Dekat dari RCW, Manhattan, Carefour dan Brastagi Supermarket
- Dekat Sekolah dan Kampus Ternama

Untuk Info dan Booking hubungi marketing nya sekarang
081260678861 ( Deasy Tanjung )"
41,29-03-2021,https://www.rumah123.com/properti/medan/hos6647293/,740000000,Medan,89,84,3,2,0,0,0,1,0,SHM,Rumah Murah Strategis di Medan Kota,"Berlokasi Strategis Di kawasan Setia Budi Medan

Sangat dekat dengan pusat pembelanjaan, wisata kuliner, sekolah dan universitas.

Mengusung konsep Aman, Bersih dan Indah menjadikan perumahan Mayfair salah satu yg terbaik di daerah sekitaran."
42,30-03-2021,https://www.rumah123.com/properti/medan/hos6638662/,1610000000,Medan,164,84,5,4,0,0,0,0,0,SHM,"Rumah Di Inti Kota Medan, Gaperta, Helvetia","Fasilitas di dalam Komplek: - Double Gate Security 24 Jam - Club House - Lapangan Basket - Indoor Swimming Pool - Children Playground - Fitness Station - Party Deck, Sunset Deck - BBQ Paviliun - Green Sanctuary - Flower Garden - High Quality Property Management"
43,05-04-2021,https://www.rumah123.com/properti/medan/hos7408569/,625000000,Medan,60,56,3,2,0,0,0,0,2200,SHM,RUKO DI JALAN KETAPANG DALAM,"DIJUAL RUKO DI JALAN KETAPANG DALAM
dengan luas tanah : 4X15 (60m2)
dan luas bangunan : 4X14 (56m2)
lokasi ruko dengan (2) tingkat dengan bangunan menghadap ke utara, dengan (3) kamar tidur dan (2) kamar mandi. ruko sudah di lengkapi dengan PAM,dan PLN (2200W) dengan kondisi siap huni.

lokasi strategis dan mudah dijangkau, lokasi dekat dengan beberapa fasilitas umum seperti sekolah dan kampus seperti UNPRI juga dekat dengan pusat perbelanjaan seperti Medan Fair dan Pasar petisah.
dapatkan rumah impian anda dengan harga Rp625.000.000 (nego)
Rp25.000.000 (sewa)
info lanjut / kunjungan lokasi - hubungi telp/WA 081265001988"""
44,29-03-2021,https://www.rumah123.com/properti/medan/hos6992108/,1696000000,Medan,135,200,5,5,1,0,0,0,0,SHM,Rumah Di menteng Indah Medan,"Berlokasi Di dalam komplek Halton Place

Jln Panglima Denai/Menteng 7 kompleks Grand Menteng Indah Cluster Halton Place

200m2 , LT 9 x 15 , 2Lt , 5KamarTidur , 5Kamar Mandi
Dengan Fasilitas :

Security Entrance System and CCTV 24hrs

Swimming Pool

Club House

Children Playground

Fitness Station

Party Deck, Sunset Deck, BBQ Paviliun

Green Sanctuary

Flower Garden

High Quality Property

Lokasi sangat dengan

* Sekolah Prime One School , Sutomo ,Methodist2

* Ace Hardware Katamso , Maju Bersama ,Suzuya Kampung Baru

* CHINA TOWN ASIA MEGA MAS , Thamrin Plaza

* 10 Menit ke Pintu Tol

* 15 Menit Ke Mesjid Raya
"
45,29-03-2021,https://www.rumah123.com/properti/medan/hos6784575/,320000000,Medan,72,36,2,1,0,0,0,1,0,HGB,Rumah Murah River Valley di medan daerah Johor Bebas Biaya KPR dan Pajak,"hunian yang berlokasi di River Valley Residence

Cluster Dalton Park
Jl. Bunga Rampe 4 / Sejohor Baru - Simalingkar B
Harga : 320 Juta
Termasuk Pajak BPHTB dan Bebas Biaya KPR*
Uk. Tanah 6 x 12
Bangunan 36m2
2 kamar, 1 kmandi, 1 Dapur, 1 Carport
*Kamar Utama ( konsep mezanin / ceiling atas lbh tinggi)
- Instalasi Air Listrik- SHGB- Siap Huni
Fasilitas :
- Double Gate/Double security- Penghijauan- Row jalan yang Luas- Ceiling Plafon Tinggi
Lokasi Strategis :
- Perencanaan Ringroad 2- Perencanaan USU 2- Sekolah Al-Azhar- Sekolah Anugerah Sinagoge- RS. Adam Malik - Tempat Wisata Medan Zoo- Kuliner Setia Budi Ringroad
"
46,24-03-2021,https://www.rumah123.com/properti/medan/hos8061934/,250000000,Medan,70,45,2,1,0,0,0,0,1300,SHM,Perumahan Strategis dekat UNIMED dan Medan Tembung,"Perumahan strategis di tembung pasar 9 pinggir jalan dari pada Ngontrak mending beli rumah
Rumah siap huni lokasi sudah padat penduduk sudah rame, dekat ke sekolah sekolah ( SD, smp, sma)
Dekat ke pasar tradisional ( pajak gambir) dekat ke tempat Ibadah Mesjid dan Gereja
Perumahan berlokasi di Tembung pasar 9 jalan mesjid dekat simpang jodoh

Lokasi strategis
Dekat ke Unimed
Dekat ke Medan Tembung
Dekat ke Aksara
Dekat ke jln Letda Sujono

Cara bayar
Tunai
Kredit Bank (KPR)
Harga 250 juta Gratis semua biaya
Untuk informasi dan cek lokasi bisa hubungi saya via whatsapp atau telpon"
47,02-04-2021,https://www.rumah123.com/properti/medan/hos8111550/,326000000,Medan,84,45,2,1,0,0,0,0,1300,SHM,perumahan murah dibawah harga pasaran deket setia budi medan,"lokasi sangat dekat dengan universitas sumatra utara
dekat dengan pajak melati
dekat akses jalan besar setia budi, ringroad Dan asam kumbang
dalam komplek Ada masjid
security 24 jam

harga terbaik hunian terbaik di kelasnya jgn tunggu lama lagi unit harga 326jt sisa 1 unit lagi"
48,19-03-2021,https://www.rumah123.com/properti/medan/hos8040204/,3400000000,Medan,900,600,6,7,1,1,0,0,2200,SHM,Rumah Mewah Medan Johor beserta seluruh isi,"RUMAH DAERAH MEDAN JOHOR
SHM , LT. 30 x 29,5 m.
SIAP HUNI FULL FURNITURE.
(Dijual beserta Seluruh isinya)
6 KT
7 KM
Listrik 2200v
Lingkungan ramah BEBAS BANJIR aman dengan pos jaga siang malam, jalan aspal mulus muat 2 mobil, sebelah rumah ada gor badminton,halaman rumah luas,bisa buat kolam renang di belakang, dekat dengan pasar (pajak), mesjid, asrama haji, diklat keuangan dll.. Pokoknya puas
Akses ke pusat Kota 20 menit
Ke asrama haji 10 menit
Ke bandara 45 menit
Harga 3,5 M beserta Isinya NEGO sampa jadi.

Minat hub :
Hp. 0853-6199-6109
Link WA. https://bit.ly/3jwMAcO"
49,09-04-2021,https://www.rumah123.com/properti/medan/hos7411780/,745000000,Medan,95,100,3,2,0,0,0,0,1300,SHM,RUKO 2 LANTAI SIAP HUNI PINGGIR JALAN MEDAN DENAI,"Ruko pinggir jalan siap huni jual murah sudah di renovasi

Ruko 2 lantai 3 km tidur 2 km mandi
Harga 745 juta
Surat Shm
Lokasi di Medan Denai jalan swadaya

Untuk informasi lebih lanjut bisa hubungi saya via whatsapp atau telpon Terima kasih"
50,09-10-2020,https://www.rumah123.com/properti/medan/hos7411780/,975000000,Medan,48,144,2,3,0,0,0,0,2200,SHM,Rumah Baru Siap Huni,"TOWN HOUSE MEDAN VILLE
JALAN BESAR TUASAN

SPESIFIKASI :

LT 412 M
LB 144 M2
3 TINGKAT
SIAP HUNI , FULL KERAMIK
RUMAH MASI BARU BELUM PERNA DI HUNI
2 KAMAR TIDUR
3 KAMAR MANDI
SHM
PLN 2.200 WATT
HADAP BARAT

HARGA JUAL Rp. 975 JUTA / NEGO


Bangunan ready
Jalan menuju Komplek sangat strategis
Sangat cocok dijadikan tempat tinggal
Komplek sangat aman
Akses sangat dekat kemana saja
Security 24 jam"
51,09-04-2021,https://www.rumah123.com/properti/medan/hos8144666/,775000000,Medan,90,70,0,0,0,0,0,0,2200,SHM,rumah 2 lantai terbaru model terbaru Eropa clasic depan manhatan,"*GRIYA MANHATTAN PARK*
Jl. Gelatik Ring Road Medan
http://bit.ly/MapsGriyaManhattanPark

_PERUMAHAN DI LOKASI STRATEGIS DI DEPAN MANHATTAN MALL_
""1 langkah"" ke mall
""1 langkah"" ke sekolah ternama di medan
""2 langkah"" ke rumah sakit
""2 langkah"" ke pasar tradisional

_DI DESAIN KHUSUS MENAMPILKAN KESERASIAN BENTUK DEPAN RUMAH DENGAN KESERAGAMAN PAGAR & CANOPY_
*GRATIS PAGAR DEPAN*
*GRATIS GERBANG DEPAN*
*GRATIS CANOPY CARPORT*
*GRATIS DOUBLE DINDING*

Rumah Rasa Apartment hanya di _GRIYA MANHATTAN PARK_

*_Bayangkan Bangun Tidur.... Buka Pintu Langsung ke Mall Manhattan_*

Lokasi Super Premium diapit Dua Jalan Lintas Utama di Kota Medan...

Cuma beberapa Langkah saja ke *_Jalan Besar Ring Road dan Jalan Besar Gatot Subroto_*

1 menit ke Manhattan Mall
2 menit ke PRSU medan
5 menit Ke Rs Hermina Medan
5 menit ke Pajak Sei kambing
5 menit ke Panca Budi

Sangat cocok untuk tempat tinggal Dan Investasi Bagi anda yang Mengin"
52,09-04-2021,https://www.rumah123.com/properti/medan/hos8144639/,625000000,Medan,90,50,2,1,0,0,0,0,1300,SHM,rumah terbaru depan manhatan mall,"*GRIYA MANHATTAN PARK*
Jl. Gelatik Ring Road Medan
http://bit.ly/MapsGriyaManhattanPark

_PERUMAHAN DI LOKASI STRATEGIS DI DEPAN MANHATTAN MALL_
""1 langkah"" ke mall
""1 langkah"" ke sekolah ternama di medan
""2 langkah"" ke rumah sakit
""2 langkah"" ke pasar tradisional
"
53,11-12-2020,https://www.rumah123.com/properti/medan/hos7657523/,385000000,Medan,87,50,2,1,0,0,1,0,0,SHM,Hunian terbaik CRYSTAL EKASUKA JOHOR kota medan,"Jual Cash/cash beratahap CRYSTAL EKASUKA JOHOR kota medan
JL Eka Suka 11 Johor Medan

Segera dibangun 5 unit rumah type 50 dengan model kekinian yg dijamin keren.

Type 50
Uk tanah 6 x 14,5m
Kamar Tidur 2
Kamar Mandi 1
Lantai Granit 60 x 60
Plafond 4 m

Harga Rp 385.000.000,-

PROMO CASH NOVEMBER - DESEMBER 2020 :
Rp 325. 000.000,-

Sistem pembayaran :
- Cash- Cash Bertahap

Akses dekat ke :
- 3 menit ke Wisata Mercy
- 5 menit ke SPBU
- 15 menit ke Ringroad City Walk
- 15 menit ke USU

Tunggu apa lagi.. Yuk, segera dibeli..
Hub wa /tlp ke 085275046665 08116544681"
54,14-12-2020,https://www.rumah123.com/properti/medan/hos7666589/,390000000,Medan,90,50,2,1,0,0,1,0,1300,SHM,ARTA CEMARA REGENCY Rumah baru di kawasan elit cemara,"RUMAH KEKINIAN DI KAWASAN ELIT ..
Jln Cemara - Jambu medan timur sumatera utara

Penawaran terbaik dari
ARTA CEMARA REGENCY
Rumah baru di kawasan elit cemara ..."
55,15-03-2021,https://www.rumah123.com/properti/medan/hos8036068/,365000000,Medan,88,50,2,1,0,0,0,0,1300,SHM,SIAP HUNI DI JALAN KRAKATAU MURAH CICILAN RENDAH BEBAS PILIH BANK MANA UNTUK PENGAJUAN KPR NYA,"GRAHA TANJUNG MULIA
Perumahan Graha Tanjung Mulia
Jl. Kawat VII - Tanjung Mulia
tersedia
Type 50
Uk tanah 8 x 11
1 lantai
2kmr tidur
1 Lamar mandi
Harga Rp 365 juta"
56,11-02-2021,https://www.rumah123.com/properti/medan/hos7901127/,3250000000,Medan,120,80,0,0,0,0,0,0,0,SHM,"Rumah siap huni , Lux","DIJUAL VILLA CEMARA ASRI
JL. FRESSIA

SPESIFIKASI :
UKURAN 815 M
2,5 TINGKAT
SIAP HUNI
SHM
HADAP UTARA
HARGA JUAL Rp. 3,25 M / NEGO"
57,04-11-2020,https://www.rumah123.com/properti/medan/hos7510788/,4580000000,Medan,156,120,0,0,0,0,0,0,0,SHM,"Rumah Baru kondisi siap huni , full furnish","DIJUAL RUMAH BARU
CEMARA ASRI - JALAN AZALEA 4
SPESIFIKASI :

UK 8 19,5 M
BANGUNAN 815 M
2 1/2 TINGKAT
SIAP HUNI
LUX
FULL FURNISH
HADAP UTARA
HARGA JUAL Rp. 4,580 M / NEGO"
58,07-12-2020,https://www.rumah123.com/properti/medan/hos7642529/,335000000,Medan,66,45,2,1,0,0,0,0,1300,SHM,BERADA DI DEKAT KAWASAN KIM RUMAH INI SIAP UNTUK DI TEMPATI DENGAN HARGA 300 JUTAAN,"GRAHA TANJUNG MULIA
Perumahan Graha Tanjung Mulia
Jl. Kawat VII - Tanjung Mulia
tersedia
Type 45
Uk tanah 6 x 11
1 lantai
2kmr tidur
1 Lamar mandi
Harga Rp 335JT
kpan lagi ada rumah di sekitaran brayan dekat dengantol tanjung mulia dan dekat dengan maju bersama dekat ke cemara
bonus ac 1 unit"
59,31-03-2021,https://www.rumah123.com/properti/medan/hos8103364/,688000000,Medan,84,168,3,2,0,0,0,0,0,PPJB,Rumah Komplek The Raztan Palace Medan -R-0311,"Dijual Rumah Komplek The Raztan Palace Medan
Jl. Bangau 2, Sei Sikambing B,Medan
LT : 6x14 (84) m2
LB : 168 m2
KT : 3
KM : 2
2 Lantai
Harga Jual : 688 Juta"
60,02-04-2021,https://www.rumah123.com/properti/medan/hos8113122/,700000000,Medan,84,100,3,3,0,0,1,0,2200,SHM,perumahan 2 lantai harga murah di pusat kota medan jl SM raja,"SPESIFIKASI :

SHM, IMB, PBB
3 Kamar tidur
3 Kamar mandi
R.tamu, R.keluarga, R.makan
Dapur
Listrik 2.200 watt (2 lantai)
Lantai granite 60x60
Taman
Carport
Air PDAM
Service area/laundry"
61,10-04-2021,https://www.rumah123.com/properti/medan/hos8149920/,2650000000,Medan,300,200,4,5,0,0,0,0,3300,SHM,rumah asri luas murah blok tunggal tasbi,"Hub opi hp/wa 081370710493

Dijual Rumah :
Komplek Tasbi 1 Blok Tunggal depan
1.5 lantai
LT 12 x 25 SHM
300m2
KT 4 KM 5
Harga : 2,650,000,000 nego
Shm"
62,10-04-2021,https://www.rumah123.com/properti/medan/hos8150847/,520000000,Medan,132,65,3,2,0,0,0,0,1300,SHM,Kawasan Nyaman Hunian Baru Jl Bromo Desaign Mewah Bangunan Ready pinggir jalan,"CASH PROMO 520JT PERUNIT
Dibangun Hanya 2 Unit Rumah Klasik Desain Minimalis Mewah di Tengah Kota Medan
Jln. Bromo Lr. Syarif Medan Area
Hubungi : WIWI 08126409793

SPESIFIKASI
Type 60
Luas tanah 132m2
3 Kamar Tidur
2 Kamar Mandi
Air PDAM
Listrik 1300WATT
Lantai Granit

Akses Jalan Strategis
* Rumah Sakit madani
* Irian Supermarket
* Sekolah An Nizam
* Dinas Pertanian Kelautan
* Kampus Politeknik Teknologi Kimia Industri (PTKI)
* Kampus UMSU S2
* Terminal Amplas
* Pajak Sukaramai"
63,09-02-2021,https://www.rumah123.com/properti/medan/hos8149744/,1400000000,Medan,372,209,5,4,0,0,0,0,0,SHM,rumah cantik luas luas classic perumahan di eka rasmi,"Hub opi hp/wa 081370710493

DI JUAL RUMAH DI PERUMAHAN SEKITAR EKA RASMI MEDAN JOHOR

Kamar Tidur : 5
Kamar Mandi : 4
Dapur
Teras Depan dan Samping Rumah
Teras bisa 3 Mobil
SHM

Luas tanah 372.00 m2
Luas bangunan 209.00 m2

HARGA : 1.4 M"
64,09-04-2021,https://www.rumah123.com/properti/medan/hos8149385/,850000000,Medan,108,115,3,3,0,0,0,0,2200,SHM,rumah cantik dan mewah di johor. harga murah dengan 3 kamar,"Bayar cash bisa cepat Pindah Rumah Baru..
Ready Stock


Jl Eka Suka 8 - Jl Eka Rasmi
Medan Johor

Perumahan the Baity Heaven

Type Adnan (2 Lantai)
Uk: 7x15

Spesifikasi;
3 Kamar Tidur
3 Kamar Mandi
Listrik 2200 Watt
Air Sumur Bor
Lantai Granit
Canopy Cor
One Gate System
Sudah ada yg Huni

Harga Cash: 850,000,000

Lokasi dekat Dengan:
- Asrama Haji
- - Swalayan Diamond
- dilalui jalan masuk 3 Akses (Jl Eka Rasmi, Jl Karya Sehati dan Jl Karya Darma)
- - Pusat Kuliner J City
- Kolam Renang dan Objek Wisata Merci
- - Pusat Pasar dan Pajak Tradisional
- RS Mitra Sejati
- - KFC Titi Kuning
- Balai Diklat Keuangan"
65,09-04-2021,https://www.rumah123.com/properti/medan/hos8147348/,670000000,Medan,84,128,3,2,0,0,0,0,1300,SHM,RUMAH JALAN DUYUNG,"DIJUAL RUMAH DI JALAN DUYUNG

Harga Jual: Rp670,000,000 nego

Spesifikasi:
3KT 2KM 2Lantai
Luas tanah : 84m2 (4m x 21m)
Luas bangunan : 128m2 (4m x 16m)
PAM: Ada
PLN: Ada
Sertifikat: SHM
Kondisi: SIAP HUNI
Hadap: BARAT

Lokasi rumah berada di jalan Duyung bisa diakses dari Jalan Wahidin, Dimana lokasi rumah dekat Pusat Kuliner Asia Mega Mas dan Pajak Beruang. Lokasi rumah ini juga dekat dengan Thamrin Plaza dan Kasimura Supermarket.
Rumah ini cocok dijadikan tempat tinggal."
66,10-04-2021,https://www.rumah123.com/properti/medan/hos8151120/,395000000,Medan,72,45,2,1,0,0,0,0,1300,SHM,Hunian Nyaman Bangunan Ready Dalam Komplek Desaign Bali Klasik Free Kichen set,"MUTIARA JERMAL RESIDENCE
Jln. Jermal -Jalan Jermal IV
https://maps.app.goo.gl/MyLoHSXNCxk5j7Js5
Hubungi saya segera : YULI 085260022103.

Blok A4
Type 45
LT 6 x 12
2KT, 1KM
Harga 395jt

Akses Strategis Banget :
* Rumah Sakit madani
* Irian Supermarket
* Sekolah An Nizam
* Dinas Pertanian Kelautan
* Kampus Politeknik Teknologi Kimia Industri (PTKI)
* Kampus UMSU S2
* Terminal Amplas
* Pajak Sukaramai"
67,10-04-2021,https://www.rumah123.com/properti/medan/hos8151004/,285000000,Medan,90,50,2,1,0,0,0,0,1300,SHM,Bangunan Ready Pinggir Jalan Kawasan tembung pasar 10 Desaign Minimalis Klasik,"KHALIFAH RESIDENCE
Jl. Rel Bandar Khalifa / Jl. Bustaman
https://goo.gl/maps/H4VNN7seKo4Ltd6e9
Hubungi : WIWI 08126409793
CHAS PROMO 285 JUTA kav B3 B4

Miliki Hunian Mewah di Tembung City
TYPE 50
4unit
Ukuran 6 x 15
Kamar tidur 2
Kamar mandi 1

Dengan Lokasi sangat strategis yaitu dekat ke :
Simpang Jodoh
RS citra medika
bandara kuala namu
tembung city
Super market Irian"
68,09-04-2021,https://www.rumah123.com/properti/medan/hos8147336/,7500000000,Medan,374,275,6,7,0,0,0,0,5500,SHM,Villa Mewah Inti Kota,"Dijual Villa Mewah Inti kota Jl. Pekan baru
Dekat Jalan asia / Thamrin / wahidin



SPESIFIKASI :

Luas Tanah uk 1133 m
Luas bangunan uk 1125 m
3 lantai
Siap huni
Full perabot
Kamar Tidur 6
Kamar mandi 7
Shm
Hadap Timur

- Garasi Kapasitas 2 Mobil
- Halaman Depan Kapasitas 4 mobil
- Halaman belakang Taman & Kolam ikan
- Listrik 5500 watt
- Solar hart 800 liter
- Tangki Air 6000 Liter



HARGA JUAL Rp. 7,5 M / NEGO SAMPAI JADI

____________________________

Hub Limsproperty
081 2600 9806 / Wa

Follow us on ig :

@limsproperty_complete
@limsproperty_under1m
@limsproperty_sewa
@limsproperty_gudang

Terima Titipan Jasa Jual - Beli - Sewa Property Anda

#rumahdijualmedan#rukodijualmedan#jualrumahmedan#jualrukomedan#jualvillamedan#villamedan#rukomedan#villadijualmedan#cemaraasri#ruko#rumah#propertyterbaik#agentproperty#jualproperty#sewaproperty#propertyindonesia #ru"
69,09-04-2021,https://www.rumah123.com/properti/medan/hos8146743/,600000000,Medan,70,70,3,2,0,0,0,0,2200,SHM,komplek Golden Gaperta,"DIJUAL :
Rumah Komplek Golden Gaperta. Jl. Bhakti Gaperta

Uk. Tanah 5 x 14
Type 80
3 KT
2 KM
PLN 2200
PDAM
Harga 600 Jt Nego

*FREE AJB BBN + PAJAK*

Info.
wa.me//6282274827652"
70,09-04-2021,https://www.rumah123.com/properti/medan/hos8146360/,520000000,Medan,132,132,3,2,0,0,0,0,1300,SHM,Rumah Nyaman Hunian Mewah Dijalan Bromo Dekat Stadion Teladan,"CASH PROMO 520JT PERUNIT
Dibangun Hanya 2 Unit Rumah Klasik Desain Minimalis Mewah di Tengah Kota Medan
Jln. Bromo Lr. Syarif Medan Area
Hubungi : YULI 085260022103

SPESIFIKASI
Type 60
Luas tanah 132m2
3 Kamar Tidur
2 Kamar Mandi
Air PDAM
Listrik 1300WATT
Lantai Granit

Akses Jalan Strategis
* Rumah Sakit madani
* Irian Supermarket
* Sekolah An Nizam
* Dinas Pertanian Kelautan
* Kampus Politeknik Teknologi Kimia Industri (PTKI)
* Kampus UMSU S2
* Terminal Amplas
* Pajak Sukaramai"
